country,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,Standard deviation of ladder by country-year,Standard deviation/Mean of ladder by country-year
Brazil,1.1762440351967018,0.2991040441337796,0.7482685109555768,0.1984708198666999,0.5262533583432365,-0.41662334307929816,-0.26049920767361284,0.8705089114743686,0.35368169221663154,-0.4205147923298149,0.3303370571404478,-0.08029286251678526,0.7755633375713079,-0.403010336241667
Bulgaria,-1.05200010577826,0.40755149233691823,0.4551680265829407,0.5670366258933403,-0.7424275429678173,-1.0865208988329422,1.0725735935682967,-1.0710546820039781,-0.3203455675837097,-1.2730704309910161,0.48139899560993105,0.07088710067625993,0.14868757981681513,0.8750641378741997
Burkina Faso,-1.2848892203771558,-1.6448708132670227,-0.533680516571031,-1.538300093516659,-0.5303357234841548,-0.12308627576479132,0.07740001397777321,-0.9869344228648222,0.2516827788187819,0.5395906423784166,-0.1770707611861711,-0.38192882948786483,-0.818999318678933,0.3841821682555037
Burundi,-1.7270242953324035,-2.2515943341938014,-3.4539094945405084,-1.8072668272423489,-2.2225277374713386,-0.13086971822886237,0.05533843986221569,-0.9688362870336034,-0.5563523600943074,-3.350343478888483e-16,-1.2619913533775389,-1.2419702480098878,-0.636908691679227,1.1566611031958802
Cambodia,-1.2184682673755343,-1.1131825336699868,-0.9031792857978761,-0.6671427415866635,1.2860488427670393,1.3623148149668414,0.5678933601111713,0.6588524857910483,1.2385737216523165,-3.350343478888483e-16,-0.5265647819517979,-0.8383916084689663,-0.49006472829460485,0.5557999633051985
Cameroon,-0.8818934647007431,-1.1172862868300206,-0.7707905266210507,-1.8991310856182402,0.05099529312144524,-0.07661471647433095,0.7481986888167445,-0.7957245843726355,0.27173012922149975,0.3030628129727195,-0.7023190587126776,-0.9072024923613451,0.033910173846369525,0.5850267078631352
Canada,1.799686089756542,1.2273165752807162,0.9741342621659478,1.1634016542191523,1.4250361787448549,1.5757687345887488,-1.8350841869201142,1.3857395531726981,-0.1854215408314165,0.5921879318645423,1.4477169637303025,1.7198688884006188,-0.7413735849981336,-1.340884711327625
Central African Republic,-1.697254842672528,-1.5486032433972943,-3.2651965298901997,-2.5817625223402394,-0.23906373920051385,0.17204707528061258,0.41246480471962943,-1.5090625822216381,0.9619119834914104,1.5829581837215394,-1.3082466160625428,-1.0476007430013419,-0.5574517271476381,1.2829811115104264
Chad,-1.3272676685137397,-1.4209753697115288,-1.119455538048629,-2.2744852749291224,-1.7405772309082372,-0.030000572894898138,0.7474137497585102,-1.3924634334407298,0.49886553080094215,-0.8068810094936797,-1.404150764853112,-1.259828829581347,-0.7978810311127947,0.4226152567485389
Chile,0.8742219163853426,0.6057388331372473,0.21942946126417348,1.043829900790319,-0.03576477777581156,0.8081679676114791,-0.03785064604483965,0.9795746425975683,0.5939200128606917,-0.42213965792041735,0.9688627986101234,1.3022206085191377,0.4050330993062858,-0.425886105034895
China,-0.41655699514370603,0.00046446766207790637,-0.26170081206247703,0.7578405957031258,0.3286595562688437,-1.144794256794305,0.0,0.9797680194879976,-1.3302839265581083,-3.350343478888483e-16,-0.9871071227296891,-0.23676288454531977,-0.21268528888408378,0.016291109043110773
Colombia,0.7952605289599757,0.12193300951972615,0.7186142401846503,0.15343196991600527,0.5677190065354405,-0.4215903029036259,0.5082055118617479,1.091053330356951,0.3489456234748114,-0.31012106207463713,-0.7417172192148507,-0.10977166291881969,1.2048890853111758,0.007728000979699965
Comoros,-1.478074556745987,-1.7079951157775288,-0.9529095336914752,-1.0951815013004984,-1.4252158564875401,-0.05608385603894778,-0.0841860582838673,-0.37655007635302595,-0.9430435358287373,-0.346788926008059,-0.4473081438963537,-1.4389726071990316,-1.4065155704637615,0.06368412038754752
Congo (Brazzaville),-1.1372530237516985,-0.4700969108821987,-1.4917340638944678,-1.234375349736393,-0.0001573470341505377,-0.8976464358994355,0.229226765237673,-1.0538928990215939,0.5933333453557764,0.08354877037798555,-0.6039440936073486,-0.9902472803918713,1.2358628720158151,1.791156131376576
Congo (Kinshasa),-0.9581594575294873,-2.3064904477938426,-0.17789319750175991,-1.56225817665,-1.0603901039167247,0.09694621209735636,0.5262710268891897,-1.1261654750166636,-0.1495716426228902,-0.7401929243269972,-1.5446021404996664,-1.236645006292182,-1.0252935651992958,-0.09597333260783336
Costa Rica,1.5749225825708506,0.24218727838139156,0.8053453353387954,0.8533518708079183,1.2448168609391104,0.19907556148177832,0.22286543741005949,1.464936405279303,-0.05365026286849945,-0.5839216327196385,1.00348149912815,0.4343901260942784,0.3098057971049748,-0.7991498804195978
Croatia,0.14551742942513435,0.613958699154197,-0.2013986418050038,0.6055830948076675,-0.9645913397850814,-1.0081688431337048,0.9833739266415061,-0.9756453264076763,0.29504222065057845,-0.6418869381172531,0.7655092573540604,0.34020224453190273,-0.00892615944353315,-0.25226124530199406
Cuba,-0.009540789951364223,0.4043166824274304,1.3340064261038513,0.5336632476582135,-3.056598134861266,-1.442025797534272e-17,0.0,-0.5903776745554197,0.19793897788194542,0.291848118832072,-0.7422625256780705,-0.7177069463593847,0.399409220068218,0.08733743062961237
Cyprus,0.57162432635552,0.9963762417295189,-0.10026056862072265,1.2214289014695763,0.05937778404516926,0.4099604103499416,0.4814263733726094,0.48309299400614214,0.9621911889293874,-0.4761087817800258,0.9368660449311652,1.0798960802614066,0.8372140288870394,-0.009410997989043705
Czech Republic,0.9432547560430906,0.8999142564654199,0.8290535558274442,0.8286136183198278,0.4921710383522648,-0.7814930797421806,0.8968641449221505,-0.1800573668700798,-0.21500228739066546,-0.9983050765863489,1.1368747108379516,0.7503775031629912,-0.1347906066098508,-0.7405659855074544
Denmark,2.029366361097742,1.264995310574941,1.2400091233753634,0.9318312728964543,1.5218961016762356,1.2107270049677714,-3.029309330288537,0.9116172524488433,-0.8035054058910022,0.5104008720285361,1.5460151516164082,1.9796601875012385,-1.1525046101070757,-1.5764140985735744
Djibouti,-0.5402472889039727,-1.125274851272766,-0.4408302349427166,-1.3138419644992378,0.06504228886345,0.035259680162893686,-0.9629211691290249,-0.31220085097001554,-0.7525205690278148,1.182719297828505,-0.4235894627108272,-0.7285491975362212,-0.354947429474503,0.05026206130016486
Dominican Republic,-0.29847110493084794,0.1235525099669646,0.5666588491562105,0.06587114842131575,0.9594555206330859,-0.2177022336772145,0.02357316488034532,0.5779700433007207,0.3614636603890633,0.20471116340750423,0.2227430825819803,-0.5059356176662367,2.757389574151858,1.8013207913226446
Ecuador,0.2644100290922106,-0.011577233597657282,0.15939982340117967,0.5226283110155676,0.15442480933939898,-0.701934065657273,-0.011387769684002659,1.2533701846955874,0.4451401883159102,0.2415182918401035,-0.30626623580730666,-0.8790071927838601,0.6674474825618861,0.06765617384315278
Egypt,-0.6887158457375493,-0.015582628419714839,-0.6236837750301247,-0.16773566726099773,-0.8206964989658551,-0.7474014722083072,0.3232898207292981,-0.9742678769356413,1.1387419456047119,0.4564193969560737,-0.9721674858447119,-0.4235074837194196,0.7672199118391982,0.9680671763593917
El Salvador,0.4107536811770141,-0.2182350001214912,-0.26249129457356263,0.11793270527646062,-0.13029303536168566,-0.8240936332015439,0.0018010761815981354,1.180210105295475,0.4352749228079558,-0.47117214250872674,0.17597515183623264,-0.18964477167864532,0.9170187929452027,0.14336557501690084
Estonia,0.005333622512288727,0.802008023158241,0.7942534852834735,0.4649671707290917,0.06350514421287237,-1.3355693985715964,-0.27381766721169937,-0.42317844372874147,-0.7094783960791468,-0.7166107814814276,1.0421825604760804,1.0841256072319658,-0.44811347696245896,-0.42131661228672923
Ethiopia,-0.8485559688620029,-1.665190021422654,-1.363301282056192,-0.8497877004287584,0.14441456070794828,0.3205188631162209,-0.33236070436162196,-0.11100781992602811,-0.3824556885225684,1.4157660122129905,-0.9231812849995654,-0.45843396844311934,-0.31205672047380134,0.30085747052925144
Finland,1.841480343425665,1.1830561556190444,1.133122361396466,1.0527938990640797,1.4523282749377688,0.17403345139122658,-2.6511463270064817,0.631947204952947,-0.878666558962634,0.5736747774163213,1.6300259977006963,1.8600129229937292,-1.1922952525537331,-1.5450236400561506
France,1.1043643432298926,1.1262395119623272,0.9049517884663802,1.2000595944200494,0.7744557197683842,-0.5441781931896715,-0.5664395503244305,0.6295523411723234,-0.07132885536188456,-0.554892806950684,1.088573199236803,1.3198366525078162,-0.5400068398134533,-1.0010280688616142
Gabon,-1.0598058498503784,0.5187360987983501,-0.533278519171681,-0.8593061872784872,-0.3981701678894796,-1.4266710918893286,0.34313193202324416,-1.375044922244153,0.7124072953060243,-0.41328771687069593,-0.12904536299055522,-0.47182663022243126,0.06630371865166121,0.8062877923948021
Georgia,-1.1839923711185205,-0.2602889012142531,-2.1676776819915213,0.38688763370857193,-0.8160029928405056,-1.4892713682555276,-1.4422573797432081,-1.8387882873283934,-0.28042703605114316,0.1401969240211545,-0.26689035305315084,0.1789504854009776,-0.10924582922547951,0.8081047286352688
Germany,1.1665389628513294,1.2270632617632282,1.0246180582578686,1.0278728950866076,0.9429375983654634,0.489474311417923,-0.6780475352069506,0.5958093400109031,-0.7822010143653224,0.06163686631432529,1.348723092157494,1.5712285227091487,-0.5110271370007695,-1.0161754797234364
Ghana,-0.6644698595122525,-0.935247552960293,-1.0705126363738346,-1.118181380931569,0.5466268627604761,0.40713611400915534,0.6136835292965114,0.06073057126498675,-0.5212376098112833,0.7627156534399464,0.39456700238231796,-0.01267956722181703,0.2737489848240624,0.5956221376536824
